E_coli_K12_W3110_lambdaRed	E_coli_K12_W3110	W3110-Name	W3110-Accession	MG1655-ID	Blattner	W3110-startbase	W3110-endbase	W3110-strand	MG1655-startbase	MG1655-endbase	MG1655-strand	sort_order
W3110_lambdaRed.CDS.456	JW0445	ybaA	ECK0450	EG11099	b0456	475896	476249	+	476672	477025	+	456
W3110_lambdaRed.CDS.457	JW5062	ylaB	ECK0451	G6252	b0457	476291	477841	-	477067	478617	-	457
W3110_lambdaRed.CDS.458	JW5063	ylaC	ECK0452	G6253	b0458	478005	478475	-	478781	479251	-	458
W3110_lambdaRed.CDS.459	JW0448	maa	ECK0453	G58	b0459	478591	479142	-	479367	479918	-	459
W3110_lambdaRed.CDS.9	JW0009	satP	ECK0010	EG11512	b0010	9928	10494	-	9928	10494	-	9
W3110_lambdaRed.CDS.460	JW0449	hha	ECK0454	EG10439	b0460	479314	479532	-	480090	480308	-	460
W3110_lambdaRed.CDS.461	JW0450	tomB	ECK0455	EG12429	b0461	479558	479932	-	480334	480708	-	461
W3110_lambdaRed.CDS.462	JW0451	acrB	ECK0456	NIL	NIL	480478	483627	-	NIL	NIL	NIL	462
W3110_lambdaRed.CDS.463	JW0452	acrA	ECK0457	EG11703	b0463	483650	484843	-	484426	485619	-	463
W3110_lambdaRed.CDS.464	JW0453	acrR	ECK0458	EG12116	b0464	484985	485632	+	485761	486408	+	464
W3110_lambdaRed.CDS.465	JW0454	mscK	ECK0459	G6255	b0465	485760	489122	+	486536	489898	+	465
W3110_lambdaRed.CDS.466	JW0455	ybaM	ECK0460	EG12830	b0466	489334	489495	-	490110	490271	-	466
W3110_lambdaRed.CDS.467	JW0456	priC	ECK0461	EG10765	b0467	489509	490036	-	490285	490812	-	467
W3110_lambdaRed.CDS.468	JW0457	ybaN	ECK0462	EG12843	b0468	490106	490483	+	490882	491259	+	468
W3110_lambdaRed.CDS.469	JW0458	apt	ECK0463	EG10051	b0469	490636	491187	+	491412	491963	+	469
W3110_lambdaRed.CDS.47	JW0050	rsmA	ECK0052	EG10523	b0051	51609	52430	-	51609	52430	-	47
W3110_lambdaRed.CDS.899	JW0879	dmsC	ECK0887	EG10234	b0896	944455	945318	+	944033	944896	+	899
W3110_lambdaRed.CDS.471	JW0460	ybaB	ECK0465	EG11100	b0471	493300	493629	+	494076	494405	+	471
W3110_lambdaRed.CDS.472	JW0461	recR	ECK0466	EG10834	b0472	493629	494234	+	494405	495010	+	472
W3110_lambdaRed.CDS.473	JW0462	htpG	ECK0467	EG10461	b0473	494344	496218	+	495120	496994	+	473
W3110_lambdaRed.CDS.475	JW0463	adk	ECK0468	EG10032	b0474	496399	497043	+	497175	497819	+	475
W3110_lambdaRed.CDS.447	JW0437	ybaO	ECK0441	G6247	b0447	467607	468065	+	468383	468841	+	447
W3110_lambdaRed.CDS.445	JW0435	ybaE	ECK0439	EG13217	b0445	464836	466536	-	465612	467312	-	445
W3110_lambdaRed.CDS.537	JW0525	intD	ECK0530	EG10507	b0537	564038	565201	-	564815	565978	-	537
W3110_lambdaRed.CDS.4441	JW4366	yjtD	ECK4395	EG12309	b4403	4645622	4646308	+	4640942	4641628	+	4441
W3110_lambdaRed.CDS.4412	JW5891	ytjA	ECK4368	G0-10475	b4568	4616790	4616969	+	4612128	4612289	+	4412
W3110_lambdaRed.CDS.4413	JW4340	yjjU	ECK4369	G7951	b4377	4617091	4618164	+	4612411	4613484	+	4413
W3110_lambdaRed.CDS.4414	JW4341	yjjV	ECK4370	G7952	b4378	4618161	4618940	+	4613481	4614260	+	4414
W3110_lambdaRed.CDS.90	JW0090	ddlB	ECK0093	EG10214	b0092	102233	103153	+	102233	103153	+	90
W3110_lambdaRed.CDS.4417	JW4343	yjjI	ECK4372	EG12171	b4380	4620195	4621745	-	4615515	4617065	-	4417
W3110_lambdaRed.CDS.4419	JW4344	deoC	ECK4373	EG10221	b4381	4622003	4622782	+	4617323	4618102	+	4419
W3110_lambdaRed.CDS.442	JW0432	ybaV	ECK0436	G6243	b0442	463161	463532	+	463937	464308	+	442
W3110_lambdaRed.CDS.4420	JW4345	deoA	ECK4374	EG10219	b4382	4622909	4624231	+	4618229	4619551	+	4420
W3110_lambdaRed.CDS.4421	JW4346	deoB	ECK4375	EG10220	b4383	4624283	4625506	+	4619603	4620826	+	4421
W3110_lambdaRed.CDS.4422	JW4347	deoD	ECK4376	EG10222	b4384	4625563	4626282	+	4620883	4621602	+	4422
W3110_lambdaRed.CDS.4423	JW4348	yjjJ	ECK4377	EG12342	b4385	4626449	4627780	+	4621769	4623100	+	4423
W3110_lambdaRed.CDS.4424	JW4349	lplA	ECK4378	EG11796	b4386	4627781	4628797	-	4623101	4624117	-	4424
W3110_lambdaRed.CDS.4425	JW4350	ytjB	ECK4379	EG10951	b4387	4628825	4629469	-	4624145	4624789	-	4425
W3110_lambdaRed.CDS.4426	JW4351	serB	ECK4380	EG10945	b4388	4629575	4630543	+	4624895	4625863	+	4426
W3110_lambdaRed.CDS.4427	JW4352	radA	ECK4381	EG11296	b4389	4630592	4631974	+	4625912	4627294	+	4427
W3110_lambdaRed.CDS.4428	JW5800	nadR	ECK4382	EG11335	b4390	4631995	4633227	+	4627315	4628547	+	4428
W3110_lambdaRed.CDS.443	JW0433	fadM	ECK0437	G6244	b0443	463626	464024	+	464402	464800	+	443
W3110_lambdaRed.CDS.4430	JW4354	ettA	ECK4383	EG12343	b4391	4633535	4635202	-	4628855	4630522	-	4430
W3110_lambdaRed.CDS.4431	JW4355	slt	ECK4384	EG10950	b4392	4635413	4637350	+	4630733	4632670	+	4431
W3110_lambdaRed.CDS.4432	JW4356	trpR	ECK4385	EG11029	b4393	4637440	4637766	+	4632760	4633086	+	4432
W3110_lambdaRed.CDS.4433	JW5801	yjjX	ECK4386	EG12600	b4394	4637913	4638425	-	4633233	4633745	-	4433
W3110_lambdaRed.CDS.4434	JW4358	ytjC	ECK4387	EG12164	b4395	4638477	4639124	+	4633797	4634444	+	4434
W3110_lambdaRed.CDS.4435	JW4359	rob	ECK4388	EG11366	b4396	4639121	4639990	-	4634441	4635310	-	4435
W3110_lambdaRed.CDS.4436	JW4360	creA	ECK4389	EG11217	b4397	4640201	4640674	+	4635521	4635994	+	4436
W3110_lambdaRed.CDS.4437	JW4361	creB	ECK4390	EG11218	b4398	4640687	4641376	+	4636007	4636696	+	4437
W3110_lambdaRed.CDS.4438	JW4362	creC	ECK4391	EG10730	b4399	4641376	4642800	+	4636696	4638120	+	4438
W3110_lambdaRed.CDS.4439	JW4363	creD	ECK4392	EG10145	b4400	4642858	4644210	+	4638178	4639530	+	4439
W3110_lambdaRed.CDS.444	JW0434	queC	ECK0438	G6245	b0444	464076	464771	-	464852	465547	-	444
W3110_lambdaRed.CDS.4440	JW4364	arcA	ECK4393	EG10061	b4401	4644270	4644986	-	4639590	4640306	-	4440
W3110_lambdaRed.CDS.476	JW0464	hemH	ECK0469	EG10431	b0475	497279	498241	+	498055	499017	+	476
W3110_lambdaRed.CDS.477	JW0465	aes	ECK0470	EG11101	b0476	498238	499197	-	499014	499973	-	477
W3110_lambdaRed.CDS.478	JW0466	gsk	ECK0471	EG11102	b0477	499349	500653	+	500125	501429	+	478
W3110_lambdaRed.CDS.479	JW0467	ybaL	ECK0472	EG12623	b0478	500786	502462	-	501562	503238	-	479
W3110_lambdaRed.CDS.508	JW0497	glxR	ECK0502	G6278	b0509	535810	536688	+	536586	537464	+	508
W3110_lambdaRed.CDS.509	JW0499	ybbW	ECK0504	G6280	b0511	536857	538311	+	537633	539087	+	509
W3110_lambdaRed.CDS.51	JW0054	djlA	ECK0056	EG11570	b0055	57364	58179	+	57364	58179	+	51
W3110_lambdaRed.CDS.510	JW0500	allB	ECK0505	G6281	b0512	538371	539732	+	539147	540508	+	510
W3110_lambdaRed.CDS.511	JW0501	ybbY	ECK0506	G6282	b0513	539789	541090	+	540565	541866	+	511
W3110_lambdaRed.CDS.512	JW0502	glxK	ECK0507	G6283	b0514	541112	542257	+	541888	543033	+	512
W3110_lambdaRed.CDS.513	JW0503	allE	ECK0508	G6284	b0515	542485	543270	-	543261	544046	-	513
W3110_lambdaRed.CDS.514	JW0504	allC	ECK0509	G6285	b0516	543281	544516	-	544057	545292	-	514
W3110_lambdaRed.CDS.515	JW0505	allD	ECK0510	G6286	b0517	544538	545587	-	545314	546363	-	515
W3110_lambdaRed.CDS.516	JW0506	fdrA	ECK0511	G6287	b0518	545904	547571	+	546680	548347	+	516
W3110_lambdaRed.CDS.517	ECK0512:JW0508:JW0507:B45	ECK0512:JW0508:JW0507:b45	NIL	NIL	NIL	547581	548839	+	NIL	NIL	NIL	517
W3110_lambdaRed.CDS.519	JW0509	ylbF	ECK0513	G6289	b0520	548850	549665	+	549627	550442	+	519
W3110_lambdaRed.CDS.52	JW0055	yabP	ECK0057	EG12610	b0056	58474	59124	+	58474	59124	+	52
W3110_lambdaRed.CDS.520	JW0510	ybcF	ECK0514	EG12384	b0521	549662	550555	+	550439	551332	+	520
W3110_lambdaRed.CDS.521	JW0511	purK	ECK0515	EG10796	b0522	550750	551817	-	551527	552594	-	521
W3110_lambdaRed.CDS.522	JW0512	purE	ECK0516	EG10793	b0523	551814	552323	-	552591	553100	-	522
W3110_lambdaRed.CDS.523	JW0513	lpxH	ECK0517	EG12666	b0524	552441	553163	-	553218	553940	-	523
W3110_lambdaRed.CDS.524	JW0514	ppiB	ECK0518	EG10758	b0525	553166	553660	-	553943	554437	-	524
W3110_lambdaRed.CDS.525	JW0515	cysS	ECK0519	EG10196	b0526	553834	555219	+	554611	555996	+	525
W3110_lambdaRed.CDS.526	JW0516	ybcI	ECK0520	EG12708	b0527	555255	555776	-	556032	556553	-	526
W3110_lambdaRed.CDS.527	JW5070	ybcJ	ECK0521	EG12879	b0528	555884	556096	-	556661	556873	-	527
W3110_lambdaRed.CDS.528	JW0518	folD	ECK0522	EG10328	b0529	556098	556964	-	556875	557741	-	528
W3110_lambdaRed.CDS.529	JW0519	sfmA	ECK0523	G6290	b0530	557435	557977	+	558212	558754	+	529
W3110_lambdaRed.CDS.53	JW0056	yabQ	ECK0058	EG12611	b0057	59121	59279	+	59121	59279	+	53
W3110_lambdaRed.CDS.531	JW0520	sfmC	ECK0524	G6291	b0531	558197	558889	+	558974	559666	+	531
W3110_lambdaRed.CDS.532	JW0521	sfmD	ECK0525	G6482	b0940	558920	561523	+	999216	1001816	+	532
W3110_lambdaRed.CDS.533	JW5071	sfmH	ECK0526	G6293	b0533	561565	562542	+	562336	563319	+	533
W3110_lambdaRed.CDS.534	JW5072	sfmF	ECK0527	EG12388	b0534	562553	563068	+	563330	563845	+	534
W3110_lambdaRed.CDS.535	JW5073	fimZ	ECK0528	EG11103	b0535	563071	563703	-	563848	564480	-	535
W3110_lambdaRed.CDS.507	JW0496	hyi	ECK0501	G6277	b0508	534934	535710	+	535710	536486	+	507
W3110_lambdaRed.CDS.506	JW0495	gcl	ECK0500	EG11583	b0507	533140	534921	+	533916	535697	+	506
W3110_lambdaRed.CDS.898	JW0878	dmsB	ECK0886	EG10233	b0895	943836	944453	+	943414	944031	+	898
W3110_lambdaRed.CDS.491	JW0479	fetA	ECK0484	G6266	b0490	515143	515820	+	515919	516596	+	491
W3110_lambdaRed.CDS.48	JW0051	pdxA	ECK0053	EG10691	b0052	52427	53416	-	52427	53416	-	48
W3110_lambdaRed.CDS.480	JW0468	fsr	ECK0473	G6256	b0479	502700	503920	-	503476	504696	-	480
W3110_lambdaRed.CDS.481	JW0469	ushA	ECK0474	EG11060	b0480	504138	505790	+	504914	506566	+	481
W3110_lambdaRed.CDS.482	JW0470	ybaK	ECK0475	EG12454	b0481	505827	506306	-	506603	507082	-	482
W3110_lambdaRed.CDS.483	JW0471	ybaP	ECK0476	G6258	b0482	506510	507304	-	507286	508080	-	483
W3110_lambdaRed.CDS.484	JW0472	ybaQ	ECK0477	G6259	b0483	507442	507783	+	508218	508559	+	484
W3110_lambdaRed.CDS.485	JW0473	copA	ECK0478	G6260	b0484	508099	510603	-	508875	511379	-	485
W3110_lambdaRed.CDS.486	JW0474	ybaS	ECK0479	G6261	b0485	510865	511797	+	511641	512573	+	486
W3110_lambdaRed.CDS.487	JW0475	ybaT	ECK0480	G6262	b0486	511800	513092	+	512576	513868	+	487
W3110_lambdaRed.CDS.488	JW0476	cueR	ECK0481	G6263	b0487	513217	513624	+	513993	514400	+	488
W3110_lambdaRed.CDS.489	JW5065	ybbJ	ECK0482	G6264	b0488	513625	514080	-	514401	514859	-	489
W3110_lambdaRed.CDS.49	JW0052	surA	ECK0054	EG10985	b0053	53416	54702	-	53416	54702	-	49
W3110_lambdaRed.CDS.490	JW0478	qmcA	ECK0483	G6265	b0489	514080	514997	-	514856	515773	-	490
W3110_lambdaRed.CDS.492	JW5066	fetB	ECK0485	G6267	b0491	515807	516586	+	516583	517362	+	492
W3110_lambdaRed.CDS.504	JW0493	allA	ECK0498	G6275	b0505	531675	532157	+	532451	532933	+	504
W3110_lambdaRed.CDS.493	JW5067	ybbN	ECK0486	G6268	b0492	516649	517503	-	517425	518279	-	493
W3110_lambdaRed.CDS.494	JW0482	ybbO	ECK0487	G6269	b0493	517564	518373	-	518340	519149	-	494
W3110_lambdaRed.CDS.495	JW0483	tesA	ECK0488	EG11542	b0494	518363	518989	-	519139	519765	-	495
W3110_lambdaRed.CDS.496	JW0484	ybbA	ECK0489	EG11657	b0495	518957	519643	+	519733	520419	+	496
W3110_lambdaRed.CDS.497	JW0485	ybbP	ECK0490	G6270	b0496	519640	522054	+	520416	522830	+	497
W3110_lambdaRed.CDS.498	JW0486	rhsD	ECK0491	NIL	NIL	522485	526765	+	NIL	NIL	NIL	498
W3110_lambdaRed.CDS.499	JW0487	ybbC	ECK0492	EG11769	b0498	526805	527173	+	527581	527949	+	499
W3110_lambdaRed.CDS.5	JW0005	yaaA	ECK0006	EG10011	b0006	5683	6459	-	5683	6459	-	5
W3110_lambdaRed.CDS.50	JW0053	lptD	ECK0055	EG11569	b0054	54755	57109	-	54755	57109	-	50
W3110_lambdaRed.CDS.500	JW0488	ylbH	ECK0493	G6271	b0499	527173	527883	+	527949	528659	+	500
W3110_lambdaRed.CDS.501	JW5880	ylbG	ECK0495	G6273	b0502	528869	529240	-	529645	530016	-	501
W3110_lambdaRed.CDS.502	JW0491	ybbB	ECK0496	EG11768	b0503	529356	530450	-	530132	531226	-	502
W3110_lambdaRed.CDS.503	JW0492	allS	ECK0497	G6274	b0504	530519	531445	-	531295	532221	-	503
W3110_lambdaRed.CDS.644	JW0628	rlpA	ECK0626	EG10854	b0633	664524	665612	-	664102	665190	-	644
W3110_lambdaRed.CDS.645	JW0629	mrdB	ECK0627	EG10607	b0634	665623	666735	-	665201	666313	-	645
W3110_lambdaRed.CDS.646	JW0630	mrdA	ECK0628	EG10606	b0635	666738	668639	-	666316	668217	-	646
W3110_lambdaRed.CDS.8	JW0008	mog	ECK0009	EG11511	b0009	9306	9893	+	9306	9893	+	8
W3110_lambdaRed.CDS.800	JW0783	ybiA	ECK0787	EG11579	b0798	832890	833372	-	832468	832950	-	800
W3110_lambdaRed.CDS.801	JW0784	dinG	ECK0788	EG11357	b0799	833492	835642	+	833070	835220	+	801
W3110_lambdaRed.CDS.802	JW0785	ybiB	ECK0789	EG11580	b0800	835670	836632	+	835248	836210	+	802
W3110_lambdaRed.CDS.803	JW0786	ybiC	ECK0790	EG11581	b0801	836773	837858	+	836351	837436	+	803
W3110_lambdaRed.CDS.804	JW0787	ybiJ	ECK0791	EG12422	b0802	838087	838347	-	837665	837925	-	804
W3110_lambdaRed.CDS.805	JW0788	ybiI	ECK0792	EG12421	b0803	838612	838878	-	838190	838456	-	805
W3110_lambdaRed.CDS.806	JW5105	ybiX	ECK0793	G6413	b0804	838952	839629	-	838530	839207	-	806
W3110_lambdaRed.CDS.807	JW0790	fiu	ECK0794	G6414	b0805	839671	841953	-	839249	841531	-	807
W3110_lambdaRed.CDS.808	JW5106	mcbA	ECK0795	G6415	b0806	842218	842478	-	841796	842056	-	808
W3110_lambdaRed.CDS.809	JW5107	rlmF	ECK0796	G6416	b0807	842754	843680	+	842332	843258	+	809
W3110_lambdaRed.CDS.81	JW0081	ftsL	ECK0084	EG11086	b0083	91032	91397	+	91032	91397	+	81
W3110_lambdaRed.CDS.810	JW5108	ybiO	ECK0797	G6417	b0808	843677	845902	-	843255	845480	-	810
W3110_lambdaRed.CDS.811	JW0794	glnQ	ECK0798	EG10389	b0809	846163	846885	-	845741	846463	-	811
W3110_lambdaRed.CDS.812	JW0795	glnP	ECK0799	EG10388	b0810	846882	847541	-	846460	847119	-	812
W3110_lambdaRed.CDS.813	JW0796	glnH	ECK0800	EG10386	b0811	847680	848426	-	847258	848004	-	813
W3110_lambdaRed.CDS.814	JW0797	dps	ECK0801	EG11415	b0812	848830	849333	-	848408	848911	-	814
W3110_lambdaRed.CDS.815	JW0798	rhtA	ECK0802	EG12134	b0813	849632	850519	-	849210	850097	-	815
W3110_lambdaRed.CDS.816	JW0799	ompX	ECK0803	EG12117	b0814	850872	851387	+	850450	850965	+	816
W3110_lambdaRed.CDS.817	JW0800	opgE	ECK0804	G6418	b0815	851436	853019	-	851014	852597	-	817
W3110_lambdaRed.CDS.819	JW0801	mntR	ECK0807	G6420	b0817	853605	854072	+	853183	853650	+	819
W3110_lambdaRed.CDS.82	JW0082	ftsI	ECK0085	EG10341	b0084	91413	93179	+	91413	93179	+	82
W3110_lambdaRed.CDS.820	JW0802	ybiR	ECK0808	G6421	b0818	854069	855187	+	853647	854765	+	820
W3110_lambdaRed.CDS.821	JW0803	ybiS	ECK0809	G6422	b0819	855246	856166	-	854824	855744	-	821
W3110_lambdaRed.CDS.822	JW0804	ybiT	ECK0810	G6423	b0820	856385	857977	+	855963	857555	+	822
W3110_lambdaRed.CDS.823	JW0805	ybiU	ECK0811	G6424	b0821	858218	859483	-	857796	859061	-	823
W3110_lambdaRed.CDS.824	JW0806	ybiV	ECK0812	G6425	b0822	859635	860450	-	859213	860028	-	824
W3110_lambdaRed.CDS.825	JW0807	ybiW	ECK0813	G6426	b0823	860596	863028	-	860174	862606	-	825
W3110_lambdaRed.CDS.826	JW0808	ybiY	ECK0814	G6427	b0824	863034	863960	-	862612	863511	-	826
W3110_lambdaRed.CDS.827	JW5109	fsaA	ECK0815	G6428	b0825	864064	864726	+	863642	864304	+	827
W3110_lambdaRed.CDS.80	JW0080	rsmH	ECK0083	EG11085	b0082	90094	91035	+	90094	91035	+	80
W3110_lambdaRed.CDS.799	JW0781	rhlE	ECK0786	EG11235	b0797	831294	832658	+	830872	832236	+	799
W3110_lambdaRed.CDS.763	JW0749	ybhA	ECK0755	EG11239	b0766	798035	798853	-	797613	798431	-	763
W3110_lambdaRed.CDS.798	JW0780	ybiH	ECK0785	EG12406	b0796	830394	831065	-	829972	830643	-	798
W3110_lambdaRed.CDS.765	JW5896	ybhD	ECK0757	G6398	b0768	800044	801060	-	799622	800575	-	765
W3110_lambdaRed.CDS.767	JW0752	ybhH	ECK0758	G6399	b0769	801181	802233	+	800759	801811	+	767
W3110_lambdaRed.CDS.768	JW0753	ybhI	ECK0759	G6400	b0770	802309	803742	+	801887	803320	+	768
W3110_lambdaRed.CDS.769	JW5103	ybhJ	ECK0760	G6401	b0771	803925	806186	+	803503	805764	+	769
W3110_lambdaRed.CDS.77	JW0078	cra	ECK0081	EG10338	b0080	88028	89032	+	88028	89032	+	77
W3110_lambdaRed.CDS.770	JW0755	ybhC	ECK0761	EG12875	b0772	806420	807703	-	805998	807281	-	770
W3110_lambdaRed.CDS.773	JW3350	dam	ECK3374	EG10204	b3387	4124503	4125339	+	3515077	3515913	-	773
W3110_lambdaRed.CDS.890	JW0871	trxB	ECK0879	EG11032	b0888	931507	932472	-	931085	932050	-	890
W3110_lambdaRed.CDS.778	JW0759	bioF	ECK0765	EG10121	b0776	810803	811957	+	810381	811535	+	778
W3110_lambdaRed.CDS.779	JW0760	bioC	ECK0766	EG10119	b0777	811944	812699	+	811522	812277	+	779
W3110_lambdaRed.CDS.780	JW0761	bioD	ECK0767	EG10120	b0778	812692	813369	+	812270	812947	+	780
W3110_lambdaRed.CDS.781	JW0762	uvrB	ECK0768	EG11062	b0779	813948	815969	+	813526	815547	+	781
W3110_lambdaRed.CDS.782	JW0763	ybhK	ECK0769	G6402	b0780	816161	817069	-	815739	816647	-	782
W3110_lambdaRed.CDS.783	JW0764	moaA	ECK0770	EG11595	b0781	817466	818455	+	817044	818033	+	783
W3110_lambdaRed.CDS.784	JW0765	moaB	ECK0771	EG11596	b0782	818477	818989	+	818055	818567	+	784
W3110_lambdaRed.CDS.785	JW0766	moaC	ECK0772	EG11666	b0783	818992	819477	+	818570	819055	+	785
W3110_lambdaRed.CDS.786	JW0767	moaD	ECK0773	EG11597	b0784	819470	819715	+	819048	819293	+	786
W3110_lambdaRed.CDS.787	JW0768	moaE	ECK0774	EG11598	b0785	819717	820169	+	819295	819747	+	787
W3110_lambdaRed.CDS.788	JW0769	ybhL	ECK0775	G6403	b0786	820306	821010	+	819884	820588	+	788
W3110_lambdaRed.CDS.789	JW0770	ybhM	ECK0776	G6404	b0787	821215	821928	+	820793	821506	+	789
W3110_lambdaRed.CDS.79	JW0079	mraZ	ECK0082	EG11084	b0081	89634	90092	+	89634	90092	+	79
W3110_lambdaRed.CDS.790	JW0771	ybhN	ECK0777	G6405	b0788	821964	822920	-	821542	822498	-	790
W3110_lambdaRed.CDS.791	JW0772	clsB	ECK0778	G6406	b0789	822920	824161	-	822498	823739	-	791
W3110_lambdaRed.CDS.792	JW0773	ybhP	ECK0779	G6407	b0790	824158	824919	-	823736	824497	-	792
W3110_lambdaRed.CDS.793	JW0774	ybhQ	ECK0780	G6408	b0791	825052	825462	+	824630	825040	+	793
W3110_lambdaRed.CDS.794	JW5803	ybhR	ECK0781	G6409	b0792	825424	826530	-	825002	826108	-	794
W3110_lambdaRed.CDS.795	JW0777	ybhS	ECK0782	G6410	b0793	826541	827674	-	826119	827252	-	795
W3110_lambdaRed.CDS.796	JW5104	ybhF	ECK0783	G6411	b0794	827667	829403	-	827245	828981	-	796
W3110_lambdaRed.CDS.797	JW0779	ybhG	ECK0784	G6412	b0795	829396	830394	-	828974	829972	-	797
W3110_lambdaRed.CDS.828	JW0810	moeB	ECK0816	EG10154	b0826	864802	865551	-	864380	865129	-	828
W3110_lambdaRed.CDS.829	JW0811	moeA	ECK0817	EG10153	b0827	865551	866786	-	865129	866364	-	829
W3110_lambdaRed.CDS.83	JW0083	murE	ECK0086	EG10621	b0085	93166	94653	+	93166	94653	+	83
W3110_lambdaRed.CDS.830	JW0812	iaaA	ECK0818	EG12407	b0828	866990	867955	+	866568	867533	+	830
W3110_lambdaRed.CDS.861	JW0842	ybjO	ECK0849	G6448	b0858	898411	898899	+	897989	898477	+	861
W3110_lambdaRed.CDS.862	JW0843	rlmC	ECK0850	G6449	b0859	898940	900067	+	898518	899645	+	862
W3110_lambdaRed.CDS.863	JW0844	artJ	ECK0851	EG11628	b0860	900266	900997	-	899844	900575	-	863
W3110_lambdaRed.CDS.864	JW0845	artM	ECK0852	EG11627	b0861	901288	901956	-	900866	901534	-	864
W3110_lambdaRed.CDS.865	JW0846	artQ	ECK0853	EG11626	b0862	901956	902672	-	901534	902250	-	865
W3110_lambdaRed.CDS.866	JW0847	artI	ECK0854	EG11625	b0863	902679	903410	-	902257	902988	-	866
W3110_lambdaRed.CDS.867	JW0848	artP	ECK0855	EG11624	b0864	903428	904156	-	903006	903734	-	867
W3110_lambdaRed.CDS.868	JW0849	ybjP	ECK0856	G6450	b0865	904374	904889	-	903952	904467	-	868
W3110_lambdaRed.CDS.869	JW0850	ybjQ	ECK0857	G6451	b0866	905015	905338	+	904593	904916	+	869
W3110_lambdaRed.CDS.87	JW0087	ftsW	ECK0090	EG10344	b0089	98403	99647	+	98403	99647	+	87
W3110_lambdaRed.CDS.870	JW0851	amiD	ECK0858	G6452	b0867	905335	906165	+	904913	905743	+	870
W3110_lambdaRed.CDS.871	JW5819	ybjS	ECK0859	G6453	b0868	906162	907175	-	905740	906753	-	871
W3110_lambdaRed.CDS.872	JW5116	ybjT	ECK0860	G6454	b0869	907274	908704	-	906852	908282	-	872
W3110_lambdaRed.CDS.873	JW0854	ltaE	ECK0861	G6455	b0870	908715	909716	-	908293	909294	-	873
W3110_lambdaRed.CDS.874	JW0855	poxB	ECK0862	EG10754	b0871	909753	911471	-	909331	911049	-	874
W3110_lambdaRed.CDS.875	JW5117	hcr	ECK0863	G6456	b0872	911604	912572	-	911182	912150	-	875
W3110_lambdaRed.CDS.876	JW0857	hcp	ECK0864	G6457	b0873	912584	914236	-	912162	913814	-	876
W3110_lambdaRed.CDS.877	JW0858	ybjE	ECK0865	G6458	b0874	914380	915279	-	913958	914857	-	877
W3110_lambdaRed.CDS.878	JW0859	aqpZ	ECK0866	EG13270	b0875	915774	916469	-	915352	916047	-	878
W3110_lambdaRed.CDS.879	JW0860	ybjD	ECK0867	G6459	b0876	916895	918553	+	916473	918131	+	879
W3110_lambdaRed.CDS.88	JW0088	murG	ECK0091	EG10623	b0090	99644	100711	+	99644	100711	+	88
W3110_lambdaRed.CDS.880	JW0861	ybjX	ECK0868	G6460	b0877	918550	919542	-	918128	919120	-	880
W3110_lambdaRed.CDS.881	JW0862	macA	ECK0869	G6461	b0878	919657	920772	+	919235	920350	+	881
W3110_lambdaRed.CDS.882	JW0863	macB	ECK0870	G6462	b0879	920769	922715	+	920347	922293	+	882
W3110_lambdaRed.CDS.883	JW0864	cspD	ECK0871	EG11111	b0880	922788	923012	-	922366	922590	-	883
W3110_lambdaRed.CDS.884	JW0865	clpS	ECK0872	G6463	b0881	923335	923655	+	922913	923233	+	884
W3110_lambdaRed.CDS.885	JW0866	clpA	ECK0873	EG10156	b0882	923686	925962	+	923264	925540	+	885
W3110_lambdaRed.CDS.886	JW0867	infA	ECK0875	EG10504	b0884	926647	926865	-	926225	926443	-	886
W3110_lambdaRed.CDS.887	JW0868	aat	ECK0876	EG11112	b0885	927150	927854	-	926728	927432	-	887
W3110_lambdaRed.CDS.860	JW0841	potI	ECK0848	EG11632	b0857	897506	898351	+	897084	897929	+	860
W3110_lambdaRed.CDS.86	JW0086	murD	ECK0089	EG10620	b0088	97087	98403	+	97087	98403	+	86
W3110_lambdaRed.CDS.859	JW0840	potH	ECK0847	EG11631	b0856	896556	897509	+	896134	897087	+	859
W3110_lambdaRed.CDS.843	JW5112	ybjG	ECK0831	G6439	b0841	883214	883810	-	882792	883388	-	843
W3110_lambdaRed.CDS.89	JW0089	murC	ECK0092	EG10619	b0091	100765	102240	+	100765	102240	+	89
W3110_lambdaRed.CDS.832	JW5111	gsiB	ECK0820	G6430	b0830	869833	871371	+	869411	870949	+	832
W3110_lambdaRed.CDS.833	JW0815	gsiC	ECK0821	G6431	b0831	871389	872309	+	870967	871887	+	833
W3110_lambdaRed.CDS.834	JW0816	gsiD	ECK0822	G6432	b0832	872312	873223	+	871890	872801	+	834
W3110_lambdaRed.CDS.835	JW0817	yliE	ECK0823	G6433	b0833	873401	875749	+	872979	875327	+	835
W3110_lambdaRed.CDS.836	JW0818	yliF	ECK0824	G6434	b0834	875757	877085	+	875335	876663	+	836
W3110_lambdaRed.CDS.837	JW0819	rimO	ECK0825	G6435	b0835	877132	878457	-	876710	878035	-	837
W3110_lambdaRed.CDS.838	JW0820	bssR	ECK0826	G6436	b0836	878670	879053	+	878248	878631	+	838
W3110_lambdaRed.CDS.839	JW0821	yliI	ECK0827	G6437	b0837	879164	880279	+	878742	879857	+	839
W3110_lambdaRed.CDS.84	JW0084	murF	ECK0087	EG10622	b0086	94650	96008	+	94650	96008	+	84
