RefSeq	gene	locus	start	stop	strand	COG	COG_category	COG_meta
BAA15344.1	folM	b1606	1682689	1683412	1	COG1028	I	M
BAA15345.1	ydgC	b1607	1683408	1683744	-1	COG3136	S	O
BAA15346.1	rstA	b1608	1683863	1684592	1	COG0745	T	O
BAA15347.1	rstB	b1609	1684595	1685897	1	COG2205	T	O
BAA15348.1	tus	b1610	1685972	1686902	1			
BAA15349.1	fumC	b1611	1686898	1688302	-1	COG0114	C	M
BAA15360.1	fumA	b1612	1688444	1690091	-1	COG1838	C	M
BAA15360.1	fumA	b1612	1688444	1690091	-1	COG1951	C	M
BAA15361.1	manA	b1613	1690289	1691465	1	COG1482	G	M
BAA15362.1	ydgA	b1614	1691565	1693074	1	COG5339	S	O
BAE76482.1	uidC	b1615	1693299	1694565	-1			
BAA15367.1	uidB	b1616	1694603	1695977	-1	COG2211	G	M
BAA15368.1	uidA	b1617	1695973	1697785	-1	COG3250	G	M
BAA15369.1	uidR	b1618	1698175	1698766	-1	COG1309	K	T
BAA15370.1	hdhA	b1619	1698986	1699754	-1	COG1028	I	M
BAA15371.1	malI	b1620	1699865	1700894	-1	COG1609	K	T
BAA15372.1	malX	b1621	1701068	1702661	1	COG1263	G	M
BAA15372.1	malX	b1621	1701068	1702661	1	COG1264	G	M
BAA15373.1	malY	b1622	1702670	1703843	1	COG1168	E	M
BAA15374.1	add	b1623	1703946	1704948	1	COG1816	F	M
BAA15375.2	ydgJ	b1624	1704981	1706022	-1	COG0673	R	O
BAE76483.1	blr	b4409	1706264	1706390	1			
BAE76484.1	ydgT	b1625	1706662	1706878	1			
BAE76485.1	ydgK	b1626	1706963	1707404	1			
BAE76486.1	rsxA	b1627	1707480	1708062	1	COG4657	C	M
BAA15383.1	rsxB	b1628	1708061	1708640	1	COG2878	C	M
BAA15384.1	rsxC	b1629	1708632	1710855	1	COG4656	C	M
BAE76487.1	rsxD	b1630	1710855	1711914	1	COG4658	C	M
BAA15385.1	rsxG	b1631	1711917	1712538	1	COG4659	C	M
BAA15386.1	rsxE	b1632	1712541	1713237	1	COG4660	C	M
BAA15387.1	nth	b1633	1713236	1713872	1	COG0177	L	T
BAA15395.1	ydgR	b1634	1714482	1715985	1	COG3104	E	M
BAA15396.1	gst	b1635	1716090	1716696	1	COG0625	O	O
BAA15397.1	pdxY	b1636	1716739	1717603	-1	COG2240	H	M
BAA15398.2	tyrS	b1637	1717661	1718936	-1	COG0162	J	T
BAA15399.2	pdxH	b1638	1719064	1719721	-1	COG0259	H	M
BAA15400.2	ydhA	b1639	1719779	1720109	-1	COG3895	M	O
BAA15401.1	ydhH	b1640	1720206	1721316	-1	COG2377	M	O
BAA15402.1	slyB	b1641	1721589	1722057	1	COG3133	M	O
BAA15403.2	slyA	b1642	1722103	1722538	-1	COG1846	K	T
BAE76488.1	ydhI	b1643	1722738	1722975	1			
BAA15404.2	ydhJ	b1644	1722977	1723835	1	COG1566	V	O
BAA15405.2	ydhK	b1645	1723834	1725847	1	COG1289	S	O
BAE76489.1	sodC	b1646	1725847	1726369	-1	COG2032	P	M
BAE76490.1	ydhF	b1647	1726449	1727346	-1	COG4989	R	O
BAE76491.1	ydhL	b1648	1727394	1727634	-1	COG3313	R	O
BAE76492.1	ydhM	b1649	1727820	1728336	1	COG1309	K	T
BAE76493.1	nemA	b1650	1728372	1729470	1	COG1902	C	M
BAE76494.1	gloA	b1651	1729550	1729958	1	COG0346	Q	M
BAA15418.2	rnt	b1652	1730060	1730708	1	COG0847	L	T
BAA15419.1	lhr	b1653	1730800	1735417	1	COG1201	L	T
BAA15420.1	ydhD	b1654	1735467	1735815	-1	COG0278	O	O
BAA15421.2	ydhO	b1655	1736148	1736964	1	COG0791	M	O
BAA15422.1	sodB	b1656	1737091	1737673	1	COG0605	P	M
BAA15423.1	ydhP	b1657	1737834	1739004	-1	COG2814	G	M
BAA15424.1	purR	b1658	1739557	1740583	1	COG1609	K	T
BAA15425.2	ydhB	b1659	1740579	1741512	-1	COG0583	K	T
BAA15426.1	ydhC	b1660	1741624	1742836	1	COG2814	G	M
BAA15428.1	cfa	b1661	1743126	1744275	1	COG2230	I	M
BAA15429.1	ribC	b1662	1744314	1744956	-1	COG0307	H	M
BAA15430.1	mdtK	b1663	1745170	1746544	1	COG0534	V	O
BAA15431.1	ydhQ	b1664	1746584	1747841	-1			
BAE76495.1	ydhR	b1667	1748413	1748719	1			
BAE76496.1	ydhS	b1668	1748844	1750449	1	COG4529	R	O
BAA15441.1	ydhT	b1669	1750460	1751273	-1			
BAA15442.1	ydhU	b1670	1751276	1752062	-1	COG4117	P	M
BAA15443.2	ydhX	b1671	1752058	1752727	-1	COG0437	C	M
BAE76497.1	ydhW	b1672	1752790	1753438	-1			
BAE76498.1	ydhV	b1673	1753441	1755544	-1	COG2414	C	M
BAA15444.1	ydhY	b1674	1755564	1756191	-1	COG0437	C	M
BAE76499.1	ydhZ	b1675	1756645	1756855	-1			
BAA15445.2	pykF	b1676	1757411	1758824	1	COG0469	G	M
BAA16044.1	lpp	b1677	1759134	1759371	1	COG4238	M	O
BAA15458.2	ynhG	b1678	1759434	1760439	-1	COG1376	M	O
BAE76500.1	sufE	b1679	1760587	1761004	-1	COG2166	O	O
BAA15457.1	sufS	b1680	1761016	1762237	-1	COG0520	E	M
BAA15456.1	sufD	b1681	1762233	1763505	-1	COG0719	O	O
BAA15455.1	sufC	b1682	1763479	1764226	-1	COG0396	O	O
BAA15454.2	sufB	b1683	1764235	1765723	-1	COG0719	O	O
BAA15453.1	sufA	b1684	1765731	1766100	-1	COG0316	O	O
BAE76501.1	ydiH	b1685	1766647	1766917	-1			
BAA15452.1	ydiI	b1686	1766935	1767346	-1	COG2050	Q	M
BAA15451.1	ydiJ	b1687	1767342	1770399	-1	COG0247	C	M
BAA15451.1	ydiJ	b1687	1767342	1770399	-1	COG0277	C	M
BAA15450.1	ydiK	b1688	1770787	1771900	1	COG0628	R	O
BAE76502.1	ydiL	b1689	1772328	1772685	1			
BAE76503.1	ydiM	b1690	1772784	1773999	1	COG0738	G	M
BAE76504.1	ydiN	b1691	1774225	1775491	1	COG2271	G	M
BAA15449.1	ydiB	b1692	1775502	1776369	1	COG0169	E	M
BAA15448.1	aroD	b1693	1776399	1777158	1	COG0710	E	M
BAA15447.2	ydiF	b1694	1777300	1778896	1	COG4670	I	M
BAA15464.2	ydiO	b1695	1778909	1780061	1	COG1960	I	M
BAA15465.1	ydiP	b1696	1780103	1781015	-1	COG1917	R	O
BAA15465.1	ydiP	b1696	1780103	1781015	-1	COG2207	K	T
BAA15466.2	ydiQ	b1697	1781330	1782095	1	COG2086	C	M
BAA15467.1	ydiR	b1698	1782114	1783053	1	COG2025	C	M
BAA15468.1	ydiS	b1699	1783108	1784398	1	COG0644	C	M
BAA15469.1	ydiT	b1700	1784394	1784688	1	COG2440	C	M
BAA15470.2	ydiD	b1701	1784690	1786391	1	COG0318	I	M
BAA15471.1	pps	b1702	1786447	1788826	-1	COG0574	G	M
BAA15471.1	pps	b1702	1786447	1788826	-1	COG1080	G	M
BAA15472.2	ydiA	b1703	1789158	1789992	1	COG1806	T	O
BAA15473.1	aroH	b1704	1790148	1791195	1	COG0722	E	M
BAA15474.1	ydiE	b1705	1791326	1791518	1	COG4256	H	M
BAA15475.1	ydiU	b1706	1791521	1792958	-1	COG0397	S	O
BAE76505.1	ydiV	b1707	1793020	1793734	-1	COG2200	T	O
BAA15476.1	nlpC	b1708	1793980	1794445	-1	COG0791	M	O
BAA15477.1	btuD	b1709	1794522	1795272	-1	COG4138	H	M
BAA15478.1	btuE	b1710	1795271	1795823	-1	COG0386	V	O
BAA15479.1	btuC	b1711	1795885	1796866	-1	COG4139	H	M
BAA15480.1	ihfA	b1712	1796966	1797266	-1	COG0776	L	T
BAA15481.1	pheT	b1713	1797270	1799658	-1	COG0072	J	T
BAA15481.1	pheT	b1713	1797270	1799658	-1	COG0073	J	T
BAA15482.2	pheS	b1714	1799672	1800656	-1	COG0016	J	T
BAE76506.1	pheM	b1715	1800939	1800984	-1			
BAA15483.2	rplT	b1716	1801106	1801463	-1	COG0292	J	T
BAA15484.1	rpmI	b1717	1801515	1801713	-1	COG0291	J	T
BAA15485.1	infC	b1718	1801809	1802352	-1	COG0290	J	T
BAA15498.1	thrS	b1719	1802355	1804284	-1	COG0441	J	T
BAE76507.1	yniD	b4535	1806863	1806986	1			
BAE76508.1	ydiY	b1722	1807038	1807797	-1	COG3137	M	O
BAA15500.2	pfkB	b1723	1808083	1809013	1	COG1105	G	M
BAE76509.1	ydiZ	b1724	1809113	1809404	1			
BAA15501.1	yniA	b1725	1809509	1810370	1	COG3001	G	M
BAE76510.1	yniB	b1726	1810410	1810947	-1			
BAA15508.1	yniC	b1727	1811093	1811762	1	COG0637	G	M
BAE76511.1	ydjM	b1728	1811924	1812515	1	COG1988	R	O
BAA15509.1	ydjN	b1729	1812647	1814039	1	COG1823	E	M
BAE76512.1	ydjO	b1730	1814042	1814858	-1			
BAE76513.1	cedA	b1731	1815134	1815398	-1			
BAA15513.1	katE	b1732	1815580	1817842	1	COG0753	P	M
BAA15514.1	chbG	b1733	1818099	1818849	-1	COG3394	S	O
BAA15515.1	chbF	b1734	1818861	1820214	-1	COG1486	G	M
BAA15516.1	chbR	b1735	1820318	1821161	-1	COG1917	R	O
BAA15516.1	chbR	b1735	1820318	1821161	-1	COG2169	L	T
BAA15517.1	chbA	b1736	1821168	1821519	-1	COG1447	G	M
BAA15518.2	chbC	b1737	1821569	1822928	-1	COG1455	G	M
BAA15519.1	chbB	b1738	1823012	1823333	-1	COG1440	G	M
BAA15528.1	osmE	b1739	1823631	1823970	-1	COG2913	M	O
BAA15529.1	nadE	b1740	1824171	1824999	1	COG0171	H	M
BAE76514.1	ydjQ	b1741	1825228	1826116	1	COG0322	L	T
BAA15530.1	ydjR	b1742	1826075	1826651	-1	COG3758	T	O
BAA15531.1	spy	b1743	1826853	1827339	-1	COG3678	O	O
BAE76515.1	astE	b1744	1827668	1828637	-1	COG2988	E	M
BAE76516.1	astB	b1745	1828629	1829973	-1	COG3724	E	M
BAA15538.2	astD	b1746	1829969	1831448	-1	COG1012	C	M
BAE76517.1	astA	b1747	1831444	1832479	-1	COG3138	E	M
BAA15539.1	astC	b1748	1832475	1833696	-1	COG4992	E	M
BAA15540.1	xthA	b1749	1834141	1834948	1	COG0708	L	T
BAA15541.1	ydjX	b1750	1835114	1835825	1	COG0398	S	O
BAE76518.1	ydjY	b1751	1835829	1836507	1			
BAE76519.1	ydjZ	b1752	1836521	1837229	1	COG0398	S	O
BAE76520.1	ynjA	b1753	1837228	1837777	1	COG2128	P	M
BAE76521.1	ynjB	b1754	1837786	1838953	1	COG4134	R	O
BAA15546.2	ynjC	b1755	1838970	1840461	1	COG4135	R	O
BAA15547.2	ynjD	b1756	1840460	1841114	1	COG4136	R	O
BAA15548.2	ynjE	b1757	1841180	1842488	1	COG2897	P	M
BAE76522.1	ynjF	b1758	1842496	1843117	-1	COG0558	I	M
BAA15549.1	nudG	b1759	1843203	1843611	1	COG0494	V	O
BAE76523.1	ynjH	b1760	1843576	1843849	-1			
BAA15550.1	gdhA	b1761	1844084	1845428	1	COG0334	E	M
BAE76524.1	ynjI	b1762	1845544	1846585	-1			
BAA15551.1	topB	b1763	1846712	1848674	-1	COG0550	L	T
BAA15552.2	selD	b1764	1848678	1849722	-1	COG0709	E	M
BAA15556.1	ydjA	b1765	1849838	1850390	-1	COG0778	C	M
BAA15557.1	sppA	b1766	1850550	1852407	1	COG0616	O	O
BAA15558.1	ansA	b1767	1852573	1853590	1	COG0252	J	T
BAA15559.1	pncA	b1768	1853600	1854242	1	COG1335	H	M
BAA15560.1	ydjE	b1769	1854334	1855693	-1	COG0477	G	M
BAA15560.1	ydjE	b1769	1854334	1855693	-1	COG2807	P	M
BAA15561.1	ydjF	b1770	1855809	1856568	-1	COG1349	K	T
BAA15562.1	ydjG	b1771	1856704	1857685	-1	COG0667	R	O
BAA15563.2	ydjH	b1772	1857694	1858642	-1	COG0524	G	M
BAA15564.1	ydjI	b1773	1858646	1859483	-1	COG0191	G	M
BAA15572.1	ydjJ	b1774	1859503	1860547	-1	COG1063	E	M
BAA15573.2	ydjK	b1775	1860563	1861943	-1	COG2271	G	M
BAA15574.1	ydjL	b1776	1861969	1863046	-1	COG1063	E	M
BAE76525.1	yeaC	b1777	1863415	1863688	-1	COG3139	S	O
BAA15575.2	yeaA	b1778	1863729	1864143	-1	COG0229	O	O
BAA15576.1	gapA	b1779	1864484	1865480	1	COG0057	G	M
BAA15577.1	yeaD	b1780	1865563	1866448	1	COG0676	G	M
BAA15578.2	yeaE	b1781	1866495	1867350	-1	COG0656	Q	M
BAA15579.1	mipA	b1782	1867439	1868186	-1	COG3713	M	O
BAA15580.1	yeaG	b1783	1868621	1870556	1	COG2766	T	O
BAA15585.1	yeaH	b1784	1870668	1871952	1	COG2718	R	O
BAA15586.1	yeaI	b1785	1872098	1873574	1	COG2199	T	O
BAA15587.2	yeaJ	b1786	1873754	1875245	1	COG2199	T	O
BAE76526.1	yeaK	b1787	1875287	1875791	1	COG2606	J	T
BAE76527.1	yoaI	b1788	1875791	1875896	-1			
BAA15588.1	yeaL	b1789	1876065	1876512	1	COG2707	S	O
BAE76528.1	yeaM	b1790	1876468	1877290	-1	COG1917	R	O
BAE76528.1	yeaM	b1790	1876468	1877290	-1	COG2207	K	T
BAA15589.1	yeaN	b1791	1877386	1878568	1	COG2807	P	M
BAE76529.1	yeaO	b1792	1878622	1878970	1	COG3189	S	O
BAE76530.1	yoaF	b1793	1878991	1879246	-1	COG3042	R	O
BAA15592.1	yeaP	b1794	1879428	1880454	1	COG2199	T	O
BAA15592.1	yeaP	b1794	1879428	1880454	1	COG2203	T	O
BAE76531.1	yeaQ	b1795	1880720	1880969	-1	COG2261	R	O
BAE76532.1	yoaG	b1796	1881116	1881299	-1			
BAE76533.1	yeaR	b1797	1881302	1881662	-1	COG3615	S	O
BAA15593.1	yeaS	b1798	1881834	1882473	-1	COG1280	E	M
BAA15594.1	yeaT	b1799	1882599	1883523	-1	COG0583	K	T
BAA15595.1	yeaU	b1800	1883625	1884711	1	COG0473	C	M
BAA15596.2	yeaV	b1801	1884901	1886347	1	COG1292	M	O
BAA15597.2	yeaW	b1802	1886378	1887503	1	COG4638	P	M
BAA15598.1	yeaX	b1803	1887558	1888524	1	COG1018	C	M
BAA15599.1	rnd	b1804	1888577	1889705	-1	COG0349	J	T
BAA15609.1	fadD	b1805	1889774	1891460	-1	COG0318	I	M
BAA15610.1	yeaY	b1806	1891664	1892246	-1	COG3065	M	O
BAA15611.1	yeaZ	b1807	1892285	1892981	-1	COG1214	J	T
BAA15617.1	yoaA	b1808	1893038	1894949	-1	COG1199	L	T
BAA15618.2	yoaB	b1809	1895080	1895425	1	COG0251	V	O
BAE76534.1	yoaC	b1810	1895786	1896146	1			
BAE76535.1	yoaH	b1811	1896265	1896445	-1	COG3140	S	O
BAA15619.1	pabB	b1812	1896518	1897880	1	COG0147	E	M
BAA15620.1	yeaB	b1813	1897883	1898462	1			
BAA15621.1	sdaA	b1814	1898645	1900010	1	COG1760	E	M
BAA15622.1	yoaD	b1815	1900140	1901739	1	COG2200	T	O
BAA15623.1	yoaE	b1816	1901742	1903299	-1	COG0861	P	M
BAA15623.1	yoaE	b1816	1901742	1903299	-1	COG1253	R	O
BAA15624.1	manX	b1817	1903761	1904733	1	COG2893	G	M
BAA15624.1	manX	b1817	1903761	1904733	1	COG3444	G	M
BAA15625.1	manY	b1818	1904795	1905596	1	COG3715	G	M
BAA15631.1	manZ	b1819	1905599	1906460	1	COG3716	G	M
BAE76536.1	yobD	b1820	1906514	1906973	1	COG4811	S	O
BAA15632.2	yebN	b1821	1907401	1907968	1	COG1971	P	M
BAA15633.1	rrmA	b1822	1907964	1908774	-1	COG2226	H	M
BAA15634.1	cspC	b1823	1908939	1909149	-1	COG1278	K	T
BAE76537.1	yobF	b1824	1909161	1909305	-1			
BAE76538.1	yebO	b1825	1909974	1910262	-1			
BAE76539.1	yobG	b1826	1910336	1910480	-1			
BAE76540.1	yobH	b4536	1910638	1910878	1			
BAA15635.1	kdgR	b1827	1911021	1911813	-1	COG1414	K	T
BAA15636.1	yebQ	b1828	1911989	1913363	1	COG0477	G	M
BAA15636.1	yebQ	b1828	1911989	1913363	1	COG2211	G	M
BAA15637.1	htpX	b1829	1913408	1914290	-1	COG0501	O	O
BAA15638.1	prc	b1830	1914481	1916530	-1	COG0793	O	O
BAA15639.2	proQ	b1831	1916549	1917248	-1	COG3109	T	O
BAA15640.1	yebR	b1832	1917344	1917896	-1	COG1956	V	O
BAA15641.1	yebS	b1833	1917971	1919255	1	COG2995	S	O
BAA15647.1	yebT	b1834	1919223	1921857	1	COG3008	S	O
BAA15648.2	yebU	b1835	1921936	1923376	1	COG0144	J	T
BAA15648.2	yebU	b1835	1921936	1923376	1	COG3270	J	T
BAE76541.1	yebV	b1836	1923493	1923730	1			
BAE76542.1	yebW	b1837	1923834	1924026	1			
BAA15649.2	pphA	b1838	1924026	1924683	-1	COG0639	T	O
BAE76543.1	yebY	b1839	1925078	1925420	-1			
BAE76544.1	yebZ	b1840	1925432	1926305	-1	COG1276	P	M
BAE76545.1	yobA	b1841	1926308	1926683	-1	COG2372	P	M
BAA15650.1	holE	b1842	1926821	1927052	1			
BAE76546.1	yobB	b1843	1927153	1927810	1	COG0388	R	O
BAE76547.1	exoX	b1844	1927833	1928496	1	COG0847	L	T
BAA15651.1	ptrB	b1845	1928492	1930553	-1	COG1770	E	M
BAA15652.1	yebE	b1846	1930761	1931421	-1	COG2979	S	O
BAA15653.1	yebF	b1847	1931747	1932116	-1			
BAA15654.1	yebG	b1848	1932170	1932461	-1	COG3141	L	T
BAA15657.2	purT	b1849	1932594	1933773	1	COG0027	F	M
BAA15658.1	eda	b1850	1933828	1934470	-1	COG0800	G	M
BAA15659.1	edd	b1851	1934506	1936318	-1	COG0129	E	M
BAA15660.1	zwf	b1852	1936552	1938028	-1	COG0364	G	M
BAA15661.1	yebK	b1853	1938365	1939235	1	COG1737	K	T
BAA15662.1	pykA	b1854	1939362	1940805	1	COG0469	G	M
BAA15663.1	lpxM	b1855	1940935	1941907	-1	COG1560	I	M
BAA15664.2	yebA	b1856	1942026	1943349	-1	COG0739	M	O
BAA15664.2	yebA	b1856	1942026	1943349	-1	COG1388	M	O
BAA15665.2	znuA	b1857	1943364	1944297	-1	COG4531	P	M
BAA15666.1	znuC	b1858	1944375	1945131	1	COG1121	P	M
BAA15667.1	znuB	b1859	1945127	1945913	1	COG1108	P	M
BAA15671.1	ruvB	b1860	1946059	1947070	-1	COG2255	L	T
BAA15672.1	ruvA	b1861	1947078	1947690	-1	COG0632	L	T
BAA15673.2	yebB	b1862	1947964	1948567	1			
BAA15674.1	ruvC	b1863	1948568	1949090	-1	COG0817	L	T
BAA15675.1	yebC	b1864	1949124	1949865	-1	COG0217	K	T
BAA15676.1	nudB	b1865	1949893	1950346	-1	COG0494	V	O
BAA15677.1	aspS	b1866	1950463	1952236	-1	COG0173	J	T
BAA15678.1	yecD	b1867	1952545	1953112	1	COG1335	H	M
BAA15679.2	yecE	b1868	1953108	1953927	1	COG1801	S	O
BAE76548.1	yecN	b1869	1953979	1954375	1	COG3788	S	O
BAA15680.1	yecO	b1870	1954415	1955159	1	COG2226	H	M
BAA15681.1	yecP	b1871	1955155	1956127	1	COG0500	Q	M
BAA15682.1	torZ	b1872	1956291	1958721	-1	COG0243	C	M
BAA15683.1	torY	b1873	1958745	1959846	-1	COG3005	C	M
BAA15684.1	cutC	b1874	1960233	1960980	-1	COG3142	P	M
BAA15685.2	yecM	b1875	1960993	1961560	-1	COG3102	R	O
BAA15686.1	argS	b1876	1961775	1963509	1	COG0018	J	T
BAE76549.1	yecT	b1877	1963685	1964174	1	COG3755	S	O
BAA15687.1	flhE	b1878	1964293	1964686	-1			
BAA15688.2	flhA	b1879	1964685	1966764	-1	COG1298	N	O
BAA15696.1	flhB	b1880	1966756	1967905	-1	COG1377	N	O
BAA15697.1	cheZ	b1881	1968106	1968751	-1	COG3143	N	O
BAA15698.1	cheY	b1882	1968761	1969151	-1	COG0745	T	O
BAA15699.1	cheB	b1883	1969165	1970215	-1	COG2201	N	O
BAA15700.1	cheR	b1884	1970217	1971078	-1	COG1352	N	O
BAA15701.1	tap	b1885	1971096	1972698	-1	COG0840	N	O
BAA15702.1	tar	b1886	1972743	1974405	-1	COG0840	N	O
BAA15703.1	cheW	b1887	1974549	1975053	-1	COG0835	N	O
BAA15709.1	cheA	b1888	1975073	1977038	-1	COG0643	N	O
BAA15709.1	cheA	b1888	1975073	1977038	-1	COG2198	T	O
BAA15710.1	motB	b1889	1977042	1977969	-1	COG1360	N	O
BAA15711.1	motA	b1890	1977965	1978853	-1	COG1291	N	O
BAA15712.1	flhC	b1891	1978979	1979558	-1			
BAA15713.1	flhD	b1892	1979560	1979920	-1			
BAA15714.1	insH	unique to W3110	1980354	1981371	-1			
BAA15716.1	yecG	b1895	1981889	1982318	1	COG0589	T	O
BAA15717.2	otsA	b1896	1982324	1983749	-1	COG0380	G	M
BAA15718.1	otsB	b1897	1983723	1984524	-1	COG1877	G	M
BAA15719.1	araH	b4460	1984690	1985680	-1	COG1172	G	M
BAA15720.1	araG	b1900	1985691	1987206	-1	COG1129	G	M
BAA15721.1	araF	b1901	1987275	1988265	-1	COG1879	G	M
BAA15726.1	yecI	b1902	1989061	1989565	1	COG1528	P	M
BAA15727.1	yecJ	b4537	1989643	1989895	-1			
BAE76550.1	yecR	b1904	1990358	1990682	1			
BAA15728.1	ftn	b1905	1990852	1991350	1	COG1528	P	M
BAA15729.1	yecH	b1906	1991387	1991627	-1			
BAA15730.1	tyrP	b1907	1991817	1993029	1	COG0814	E	M
BAA15731.1	yecA	b1908	1993090	1993756	-1	COG3012	S	O
BAA15731.1	yecA	b1908	1993090	1993756	-1	COG3318	S	O
BAA15732.2	pgsA	b1912	1994405	1994954	-1	COG0558	I	M
BAA15733.1	uvrC	b1913	1995010	1996843	-1	COG0322	L	T
BAA15734.1	uvrY	b1914	1996839	1997496	-1	COG2197	T	O
BAA15735.1	yecF	b1915	1997954	1998179	1			
BAA15736.1	sdiA	b1916	1998246	1998969	-1	COG2197	T	O
BAA15737.1	yecC	b1917	1999198	1999951	-1	COG1126	E	M
BAA15738.1	yecS	b1918	1999947	2000616	-1	COG0765	E	M
BAA15739.2	yedO	b1919	2000630	2001617	-1	COG2515	E	M
BAA15740.1	fliY	b1920	2001721	2002522	-1	COG0834	E	M
BAA15741.1	fliZ	b1921	2002609	2003161	-1			
BAA15742.1	fliA	b1922	2003206	2003926	-1	COG1191	K	T
BAA15751.1	fliC	b1923	2004246	2005743	-1	COG1344	N	O
BAA15752.2	fliD	b1924	2006008	2007415	1	COG1345	N	O
BAA15753.1	fliS	b1925	2007439	2007850	1	COG1516	N	O
BAA15754.1	fliT	b1926	2007849	2008215	1			
BAA15755.1	amyA	b1927	2008292	2009780	1	COG0366	G	M
BAA15756.1	yedD	b1928	2009813	2010227	-1			
BAA15757.1	yedE	b1929	2010413	2011619	1	COG2391	R	O
BAA15758.1	yedF	b1930	2011615	2011849	1	COG0425	O	O
BAE76551.1	yedK	b1931	2011957	2012626	1	COG2135	O	O
BAE76552.1	yedL	b1932	2012736	2013216	1	COG0454	K	T
BAE76553.1	yedM	b1935	2014137	2014488	-1			
BAA15760.1	fliE	b1937	2014836	2015151	-1	COG1677	N	O
BAA15763.1	fliF	b1938	2015365	2017024	1	COG1766	N	O
BAA15764.1	fliG	b1939	2017016	2018012	1	COG1536	N	O
BAA15765.1	fliH	b1940	2018004	2018691	1	COG1317	N	O
BAA15766.1	fliI	b1941	2018690	2020064	1	COG1157	N	O
BAA15767.1	fliJ	b1942	2020082	2020526	1	COG2882	N	O
BAA15768.1	fliK	b1943	2020522	2021650	1	COG3144	N	O
BAA15769.1	fliL	b1944	2021754	2022219	1	COG1580	N	O
BAA15770.1	fliM	b1945	2022223	2023228	1	COG1868	N	O
BAA15771.1	fliN	b1946	2023224	2023638	1	COG1886	N	O
BAA15772.2	fliO	b1947	2023640	2024006	1	COG3190	N	O
BAA15773.1	fliP	b1948	2024005	2024743	1	COG1338	N	O
BAA15774.1	fliQ	b1949	2024752	2025022	1	COG1987	N	O
BAA15775.1	fliR	b1950	2025029	2025815	1	COG1684	N	O
BAA15776.1	rcsA	b1951	2026104	2026728	1	COG2197	T	O
BAA15777.1	dsrB	b1952	2026771	2026960	-1			
BAE76554.1	yodD	b1953	2027122	2027350	1			
BAE76555.1	yedP	b1955	2027647	2028463	1	COG3769	G	M
BAA15784.1	yedQ	b1956	2028459	2030154	-1	COG3706	T	O
BAE76556.1	yodC	b1957	2030324	2030507	-1	COG5475	S	O
BAA15785.1	yedI	b1958	2030585	2031503	-1	COG2354	S	O
BAA15786.1	yedA	b1959	2031675	2032596	1	COG0697	G	M
BAA15787.1	vsr	b1960	2032584	2033055	-1	COG3727	L	T
BAA15788.1	dcm	b1961	2033035	2034454	-1	COG0270	L	T
BAA15790.1	yedJ	b1962	2034520	2035216	-1	COG1418	J	T
BAE76557.1	yedR	b1963	2035255	2035621	-1			
BAA15794.2	hchA	b1967	2037971	2038823	1	COG0693	R	O
BAA15795.1	yedV	b1968	2038930	2040289	-1	COG2205	T	O
BAA15796.2	yedW	b1969	2040288	2040960	-1	COG0745	T	O
BAE76558.1	yedX	b1970	2041092	2041506	1	COG2351	F	M
BAE76559.1	yedY	b1971	2041614	2042619	1	COG2041	C	M
BAE76560.1	yedZ	b1972	2042619	2043255	1	COG2717	C	M
BAE76561.1	yodA	b1973	2043511	2044162	1	COG3443	P	M
BAA15798.2	yodB	b1974	2044504	2045035	1	COG3038	C	M
BAE76562.1	yeeI	b1976	2045787	2046585	1	COG3228	T	O
BAA15800.2	yeeJ	b1978	2047047	2054151	1	COG1388	M	O
BAA15800.2	yeeJ	b1978	2047047	2054151	1	COG1470	S	O
BAA15801.1	shiA	b1981	2055779	2057096	1	COG0477	G	M
BAA15802.1	amn	b1982	2057197	2058652	1	COG0775	F	M
BAA15803.2	yeeN	b1983	2058994	2059711	1	COG0217	K	T
BAA15804.2	yeeO	b1985	2060339	2061983	-1	COG0534	V	O
BAA15805.1	cbl	b1987	2062100	2063051	-1	COG0583	K	T
BAA15806.1	nac	b1988	2063152	2064070	-1	COG0583	K	T
BAA15807.1	erfK	b1990	2064527	2065460	-1	COG1376	M	O
BAA15808.1	cobT	b1991	2065524	2066604	-1	COG2038	H	M
BAA15809.1	cobS	b1992	2066615	2067359	-1	COG0368	H	M
BAA15810.1	cobU	b1993	2067355	2067901	-1	COG2087	H	M
BAA15811.1	insH	b1994	2068441	2069458	-1	COG3039	X	
BAA15819.1	insD	b1996	2071088	2071994	-1	COG2801	X	
BAA15822.1	insC	b1997	2071951	2072362	-1	COG2963	X	
BAA15823.2	yoeE	b1998	2072380	2072641	1			
BAA15825.2	flu	b2000	2073675	2076795	1	COG3468	M	O
BAE76563.1	yeeR	b2001	2076915	2078448	1			
BAA15826.1	yeeS	b2002	2078444	2078891	1	COG2003	L	T
BAE76564.1	yeeT	b2003	2078953	2079175	1			
BAA15827.1	yeeU	b2004	2079248	2079617	1			
BAE76565.1	yeeV	b2005	2079705	2080080	1			
BAE76566.1	yeeW	b2006	2080076	2080271	1			
BAE76567.1	yoeF	b4538	2080711	2081068	1			
BAA15828.1	yeeX	b2007	2081168	2081564	-1	COG2926	S	O
BAA15829.1	yeeA	b2008	2081669	2082728	-1	COG1289	S	O
BAA15830.1	sbmC	b2009	2082925	2083399	-1	COG3449	L	T
